date,day_of_week,month,season,hotel_id,room_type,base_price,occupancy_rate,rooms_available,bookings_last_7_days,bookings_last_14_days,bookings_last_30_days,cancellation_rate,average_booking_lead_time,temperature,rainfall,weather_condition,is_weekend,is_holiday,festival_importance,local_event,event_importance,competitor_price,historical_demand
2025-11-29,Saturday,11,Peak Winter,1,Standard,2500.0,91.9,1,17,33,71,12.5,5,20.0,0.0,Sunny,True,False,None,None,None,2970.0,89.1
2025-05-01,Thursday,5,Summer,1,Suite,8000.0,46.4,12,10,23,35,4.4,7,40.1,0.0,Normal,False,False,None,None,None,8040.0,40.6
2026-03-06,Friday,3,Shoulder,1,Suite,8000.0,79.1,5,13,30,51,9.9,8,30.6,3.2,Normal,True,False,Low,None,None,9610.0,95.2
2026-01-18,Sunday,1,Peak Winter,1,Standard,2500.0,94.5,1,17,31,69,11.2,12,21.2,0.0,Excellent,True,False,None,None,None,3350.0,90.2
2026-02-27,Friday,2,Shoulder,1,Standard,2500.0,86.1,3,17,31,65,5.0,25,24.1,0.2,Good,True,False,None,None,None,2860.0,86.8
2026-01-16,Friday,1,Peak Winter,1,Premium,5000.0,94.1,1,14,28,53,12.9,12,20.2,0.0,Good,True,False,None,None,None,6150.0,83.4
2025-07-17,Thursday,7,Monsoon,1,Deluxe,3500.0,45.4,13,11,24,44,12.4,12,32.8,19.5,Rain,False,False,None,None,None,3280.0,42.4
2025-08-20,Wednesday,8,Monsoon,1,Premium,5000.0,39.7,14,8,17,38,11.6,10,31.6,28.1,Heavy Rain,False,False,None,None,None,5020.0,33.5
2025-09-09,Tuesday,9,Summer,1,Deluxe,3500.0,46.7,12,10,17,40,9.2,8,26.0,1.5,Good,False,False,None,None,None,3710.0,40.7
2025-08-25,Monday,8,Monsoon,1,Standard,2500.0,37.1,15,8,13,34,11.6,8,31.9,55.7,Rain,False,False,None,None,None,2530.0,32.5
2026-02-07,Saturday,2,Shoulder,1,Premium,5000.0,79.9,4,12,28,50,6.4,9,25.1,3.0,Sunny,True,False,None,None,None,5810.0,73.4
2025-06-13,Friday,6,Summer,1,Standard,2500.0,62.3,9,14,26,60,5.2,27,40.3,0.0,Normal,True,False,None,None,None,2720.0,70.7
2025-04-11,Friday,4,Summer,1,Deluxe,3500.0,48.7,12,9,19,38,6.5,9,24.6,2.0,Good,True,False,Medium,None,None,3700.0,74.3
2026-06-05,Friday,6,Summer,1,Suite,8000.0,56.6,10,8,19,28,7.9,4,40.3,0.0,Extreme,True,False,None,None,None,8910.0,55.2
2025-01-28,Tuesday,1,Peak Winter,1,Standard,2500.0,73.6,6,13,25,51,3.7,34,19.9,0.0,Sunny,False,True,None,None,None,2740.0,58.0
2025-04-19,Saturday,4,Summer,1,Standard,2500.0,45.5,13,8,16,38,11.5,7,30.9,3.5,Normal,True,False,None,None,None,2360.0,50.8
2025-04-18,Friday,4,Summer,1,Premium,5000.0,50.6,11,9,22,40,13.7,15,24.4,3.3,Good,True,False,None,None,None,5080.0,55.1
2025-09-15,Monday,9,Summer,1,Deluxe,3500.0,42.5,13,7,16,34,13.2,10,28.0,4.9,Good,False,False,None,None,None,3660.0,32.4
2025-07-04,Friday,7,Monsoon,1,Standard,2500.0,46.0,12,7,13,32,9.5,42,30.4,52.4,Heavy Rain,True,False,None,None,None,2560.0,48.8
2025-12-29,Monday,12,Peak Winter,1,Standard,2500.0,81.5,4,13,28,54,10.9,41,22.7,0.0,Excellent,False,True,None,New Year Gala Eve,Peak,3050.0,61.2
2026-03-20,Friday,3,Shoulder,1,Premium,5000.0,77.9,5,17,33,68,10.7,12,26.7,4.4,Good,True,False,None,None,None,6050.0,83.6
2026-05-05,Tuesday,5,Summer,1,Deluxe,3500.0,35.6,15,8,17,33,8.3,7,42.7,0.0,Extreme,False,False,None,None,None,3470.0,31.9
2025-06-22,Sunday,6,Summer,1,Premium,5000.0,53.8,11,11,25,41,9.1,8,43.5,0.0,Extreme,True,False,None,None,None,4990.0,60.7
2025-12-25,Thursday,12,Peak Winter,1,Standard,2500.0,93.9,1,19,41,73,11.3,26,19.3,0.0,Good,False,False,Major,None,None,3340.0,99.3
2026-04-03,Friday,4,Summer,1,Deluxe,3500.0,52.0,11,8,15,30,13.1,25,28.7,2.1,Sunny,True,False,None,None,None,3410.0,53.4
2025-06-29,Sunday,6,Summer,1,Standard,2500.0,55.2,10,12,28,43,4.5,9,41.6,0.0,Normal,True,False,None,None,None,2610.0,63.5
2025-09-26,Friday,9,Summer,1,Premium,5000.0,58.3,10,8,16,36,3.8,15,26.9,4.8,Good,True,False,None,None,None,5580.0,55.9
2025-03-28,Friday,3,Shoulder,1,Deluxe,3500.0,80.4,4,14,32,52,4.0,4,25.6,1.9,Good,True,False,None,None,None,4210.0,78.0
2026-01-27,Tuesday,1,Peak Winter,1,Standard,2500.0,87.0,3,16,29,64,7.4,8,14.5,0.0,Sunny,False,True,None,None,None,3010.0,70.0
2026-03-05,Thursday,3,Shoulder,1,Standard,2500.0,63.0,8,10,22,35,3.2,12,31.0,4.9,Normal,False,False,None,None,None,2680.0,47.2
2026-04-20,Monday,4,Summer,1,Deluxe,3500.0,44.7,13,11,20,42,13.8,30,24.7,1.4,Good,False,False,None,None,None,3760.0,42.1
2026-02-25,Wednesday,2,Shoulder,1,Standard,2500.0,59.8,9,13,24,53,6.3,10,30.3,3.2,Good,False,False,None,None,None,2900.0,52.5
2025-04-12,Saturday,4,Summer,1,Suite,8000.0,64.0,8,12,26,50,13.5,15,30.5,1.4,Normal,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,9380.0,67.0
2025-02-02,Sunday,2,Shoulder,1,Suite,8000.0,76.2,5,11,23,45,11.9,14,26.0,1.0,Sunny,True,False,None,None,None,9290.0,69.7
2025-12-15,Monday,12,Peak Winter,1,Standard,2500.0,79.7,4,16,32,61,6.3,29,19.5,0.0,Sunny,False,False,None,None,None,2820.0,67.1
2025-06-22,Sunday,6,Summer,1,Premium,5000.0,52.1,11,10,19,38,6.0,6,40.7,0.0,Normal,True,False,None,None,None,5170.0,57.8
2025-12-10,Wednesday,12,Peak Winter,1,Deluxe,3500.0,87.3,3,15,31,63,7.1,7,22.2,0.0,Sunny,False,False,None,Royal Destination Wedding Season,High,4110.0,67.9
2025-05-21,Wednesday,5,Summer,1,Suite,8000.0,44.1,13,6,15,30,10.8,14,39.7,0.0,Normal,False,False,None,None,None,7450.0,30.9
2025-01-13,Monday,1,Peak Winter,1,Standard,2500.0,74.4,6,14,29,53,4.0,33,17.4,0.0,Sunny,False,False,None,None,None,2990.0,60.5
2025-08-29,Friday,8,Monsoon,1,Premium,5000.0,63.8,8,10,24,43,3.9,3,31.0,2.0,Normal,True,False,None,None,None,5670.0,62.5
2025-02-21,Friday,2,Shoulder,1,Premium,5000.0,77.0,5,15,31,59,5.3,40,29.1,4.2,Normal,True,False,None,None,None,5470.0,78.8
2026-01-20,Tuesday,1,Peak Winter,1,Standard,2500.0,82.2,4,14,31,55,12.9,29,21.5,0.0,Sunny,False,False,None,None,None,3140.0,63.7
2025-05-15,Thursday,5,Summer,1,Suite,8000.0,49.7,12,8,17,38,4.0,25,40.4,0.0,Normal,False,False,None,None,None,8090.0,37.5
2026-06-14,Sunday,6,Summer,1,Standard,2500.0,49.4,12,10,18,35,11.5,17,38.9,0.0,Normal,True,False,None,None,None,2500.0,56.8
2025-02-11,Tuesday,2,Shoulder,1,Suite,8000.0,75.9,5,14,25,56,12.9,12,28.5,4.2,Sunny,False,False,None,None,None,8940.0,61.1
2025-09-11,Thursday,9,Summer,1,Suite,8000.0,43.4,13,5,13,22,10.1,10,28.7,4.6,Normal,False,False,None,None,None,8240.0,28.4
2025-01-23,Thursday,1,Peak Winter,1,Suite,8000.0,79.5,4,13,25,53,7.5,39,21.0,0.0,Excellent,False,False,None,None,None,9950.0,60.4
2025-10-15,Wednesday,10,Shoulder,1,Standard,2500.0,63.7,8,13,29,52,5.4,15,28.1,0.1,Sunny,False,False,None,None,None,2870.0,54.1
2025-02-17,Monday,2,Shoulder,1,Suite,8000.0,66.7,7,14,32,57,3.3,9,28.6,3.8,Normal,False,False,None,None,None,9420.0,57.5
2025-11-27,Thursday,11,Peak Winter,1,Standard,2500.0,83.8,3,14,26,62,8.0,17,20.4,0.0,Sunny,False,False,None,None,None,2910.0,64.3
2026-03-09,Monday,3,Shoulder,1,Standard,2500.0,61.2,9,9,16,37,11.4,9,29.5,4.3,Sunny,False,False,Low,None,None,2760.0,64.3
2025-01-16,Thursday,1,Peak Winter,1,Suite,8000.0,79.4,4,13,24,57,13.9,17,23.4,0.0,Good,False,False,None,None,None,9890.0,60.4
2025-06-13,Friday,6,Summer,1,Suite,8000.0,49.3,12,7,18,24,8.0,5,41.4,0.0,Normal,True,False,None,None,None,8810.0,50.1
2025-01-07,Tuesday,1,Peak Winter,1,Suite,8000.0,85.4,3,17,35,65,3.3,9,20.1,0.0,Excellent,False,False,None,None,None,9990.0,71.6
2025-08-29,Friday,8,Monsoon,1,Standard,2500.0,60.8,9,8,14,31,6.9,14,31.9,2.0,Normal,True,False,None,None,None,2750.0,56.9
2026-03-05,Thursday,3,Shoulder,1,Suite,8000.0,76.4,5,13,30,50,3.0,7,28.8,5.0,Good,False,False,None,None,None,9010.0,59.2
2026-06-28,Sunday,6,Summer,1,Deluxe,3500.0,56.2,10,8,15,38,10.5,21,39.4,0.0,Extreme,True,False,None,None,None,3870.0,55.1
2026-04-23,Thursday,4,Summer,1,Standard,2500.0,38.8,14,9,21,41,6.0,7,30.9,2.4,Normal,False,False,None,None,None,2330.0,35.3
2025-04-27,Sunday,4,Summer,1,Premium,5000.0,57.0,10,10,19,45,8.6,15,30.9,2.6,Sunny,True,False,None,None,None,5200.0,59.8
2025-07-24,Thursday,7,Monsoon,1,Suite,8000.0,39.9,14,10,21,35,7.9,9,28.3,16.3,Rain,False,False,None,None,None,7260.0,38.0
2025-02-01,Saturday,2,Shoulder,1,Standard,2500.0,75.1,5,15,33,63,4.9,12,30.9,3.2,Sunny,True,False,None,None,None,3060.0,78.0
2025-10-31,Friday,10,Shoulder,1,Premium,5000.0,78.8,5,13,28,56,5.0,3,31.6,1.6,Sunny,True,False,None,None,None,6020.0,75.1
2025-10-10,Friday,10,Shoulder,1,Standard,2500.0,77.0,5,14,26,53,11.8,28,24.0,2.1,Good,True,False,Medium,None,None,2890.0,96.6
2025-05-16,Friday,5,Summer,1,Standard,2500.0,50.0,11,7,18,23,10.0,6,41.2,0.0,Normal,True,False,None,None,None,2720.0,50.4
2026-03-08,Sunday,3,Shoulder,1,Deluxe,3500.0,72.4,6,12,25,48,14.0,14,26.1,4.5,Sunny,True,False,Low,None,None,4120.0,90.4
2026-05-12,Tuesday,5,Summer,1,Standard,2500.0,46.8,12,8,15,31,4.8,22,39.1,0.0,Normal,False,False,None,None,None,2710.0,36.3
2025-08-09,Saturday,8,Monsoon,1,Suite,8000.0,67.6,7,11,19,41,9.1,10,28.1,2.0,Normal,True,False,None,None,None,8670.0,66.2
2026-04-08,Wednesday,4,Summer,1,Suite,8000.0,37.5,14,7,11,25,13.1,19,28.9,0.3,Sunny,False,False,None,None,None,7500.0,30.4
2026-01-20,Tuesday,1,Peak Winter,1,Premium,5000.0,80.7,4,13,29,51,8.5,12,22.4,0.0,Good,False,False,None,None,None,5580.0,60.9
2026-06-30,Tuesday,6,Summer,1,Suite,8000.0,39.8,14,5,10,21,12.1,10,42.7,0.0,Extreme,False,False,None,None,None,7560.0,26.9
2026-06-07,Sunday,6,Summer,1,Deluxe,3500.0,50.5,11,9,21,37,4.7,11,40.1,0.0,Normal,True,False,None,None,None,3450.0,55.0
2025-05-11,Sunday,5,Summer,1,Deluxe,3500.0,54.2,10,11,25,43,9.4,10,38.2,0.0,Extreme,True,False,None,None,None,3480.0,60.9
2025-11-14,Friday,11,Peak Winter,1,Suite,8000.0,97.2,1,16,35,68,9.8,8,23.1,0.0,Sunny,True,False,None,Pushkar Camel Fair,High,9500.0,89.1
2026-03-03,Tuesday,3,Shoulder,1,Suite,8000.0,70.4,7,13,25,50,12.8,17,31.6,4.8,Good,False,False,None,None,None,8930.0,56.8
2025-06-08,Sunday,6,Summer,1,Deluxe,3500.0,43.3,13,8,20,34,9.7,12,39.9,0.0,Normal,True,False,None,None,None,3430.0,49.9
2026-03-21,Saturday,3,Shoulder,1,Standard,2500.0,75.7,5,13,26,48,6.6,11,26.0,0.6,Normal,True,False,None,None,None,2950.0,73.9
2025-07-14,Monday,7,Monsoon,1,Standard,2500.0,47.4,12,11,26,45,4.6,7,30.0,64.5,Rain,False,False,None,None,None,2610.0,43.2
2025-03-10,Monday,3,Shoulder,1,Premium,5000.0,63.0,8,11,20,42,6.3,7,25.8,3.3,Sunny,False,False,Low,None,None,5090.0,69.4
2026-06-13,Saturday,6,Summer,1,Suite,8000.0,52.4,11,11,25,49,6.6,13,38.9,0.0,Extreme,True,False,None,None,None,8610.0,60.2
2025-11-01,Saturday,11,Peak Winter,1,Deluxe,3500.0,98.0,1,17,33,63,8.7,31,21.9,0.0,Sunny,True,False,Peak,None,None,4300.0,100.0
2025-08-26,Tuesday,8,Monsoon,1,Standard,2500.0,54.2,10,7,15,31,13.0,41,32.7,2.0,Normal,False,False,None,None,None,2600.0,37.1
2025-02-04,Tuesday,2,Shoulder,1,Premium,5000.0,64.8,8,14,30,54,9.9,8,31.0,2.7,Normal,False,False,None,None,None,5120.0,56.7
2026-02-23,Monday,2,Shoulder,1,Suite,8000.0,62.7,8,14,29,51,6.4,24,27.4,4.7,Good,False,False,None,None,None,9190.0,55.9
2025-11-11,Tuesday,11,Peak Winter,1,Suite,8000.0,82.0,4,13,24,57,5.1,9,15.2,0.0,Excellent,False,False,None,None,None,9780.0,61.4
2025-11-20,Thursday,11,Peak Winter,1,Suite,8000.0,73.3,6,11,26,44,3.7,19,14.1,0.0,Good,False,False,None,None,None,9100.0,53.5
2025-07-03,Thursday,7,Monsoon,1,Standard,2500.0,39.9,14,10,18,44,5.2,17,32.2,48.2,Rain,False,False,None,None,None,2450.0,38.0
2025-08-04,Monday,8,Monsoon,1,Suite,8000.0,41.4,14,7,11,27,8.4,29,31.7,20.4,Rain,False,False,None,None,None,7290.0,32.0
2026-03-02,Monday,3,Shoulder,1,Deluxe,3500.0,62.2,9,9,22,37,6.5,48,24.5,1.6,Good,False,False,None,None,None,4000.0,44.7
2025-03-15,Saturday,3,Shoulder,1,Suite,8000.0,77.6,5,12,23,51,9.5,10,31.4,0.2,Sunny,True,False,None,None,None,8810.0,72.5
2025-12-27,Saturday,12,Peak Winter,1,Suite,8000.0,98.0,1,17,31,68,6.8,12,23.7,0.0,Good,True,False,Major,None,None,10530.0,100.0
2025-04-08,Tuesday,4,Summer,1,Premium,5000.0,37.6,14,9,16,37,3.5,10,29.7,1.3,Normal,False,False,None,None,None,4860.0,34.9
2026-04-30,Thursday,4,Summer,1,Standard,2500.0,38.0,14,4,9,16,12.8,33,28.7,1.4,Good,False,False,None,None,None,2270.0,24.0
2025-10-10,Friday,10,Shoulder,1,Standard,2500.0,80.0,4,13,29,53,11.5,3,30.3,3.0,Good,True,False,Medium,None,None,3080.0,95.6
2025-02-10,Monday,2,Shoulder,1,Deluxe,3500.0,71.5,6,15,31,65,13.7,16,30.6,1.9,Sunny,False,False,None,None,None,4140.0,61.6
2026-04-01,Wednesday,4,Summer,1,Standard,2500.0,41.4,14,7,17,34,9.6,34,25.3,2.0,Good,False,False,None,None,None,2640.0,32.0
2025-08-31,Sunday,8,Monsoon,1,Premium,5000.0,57.8,10,12,28,47,5.9,35,30.1,2.0,Normal,True,False,None,None,None,4960.0,64.5
2026-06-04,Thursday,6,Summer,1,Standard,2500.0,31.7,16,3,5,7,13.8,16,40.9,0.0,Extreme,False,False,None,None,None,2450.0,19.3
2025-04-05,Saturday,4,Summer,1,Premium,5000.0,55.6,10,11,25,40,4.1,4,25.6,0.4,Good,True,False,None,None,None,5350.0,61.5
2025-12-13,Saturday,12,Peak Winter,1,Standard,2500.0,89.6,2,17,31,67,13.9,13,15.6,0.0,Excellent,True,False,None,None,None,3210.0,88.2
2025-06-12,Thursday,6,Summer,1,Deluxe,3500.0,43.9,13,8,13,34,8.3,18,39.9,0.0,Normal,False,False,None,None,None,3380.0,35.1
2025-10-13,Monday,10,Shoulder,1,Premium,5000.0,69.6,7,11,22,40,7.9,33,31.7,3.6,Normal,False,False,Medium,None,None,5290.0,72.0
2026-02-04,Wednesday,2,Shoulder,1,Standard,2500.0,66.7,7,13,30,53,14.0,17,29.8,2.9,Sunny,False,False,None,None,None,2640.0,55.3
2026-02-22,Sunday,2,Shoulder,1,Deluxe,3500.0,78.5,5,17,37,64,11.1,3,30.1,1.6,Good,True,False,None,None,None,4000.0,83.8
2025-05-13,Tuesday,5,Summer,1,Premium,5000.0,42.1,13,5,10,21,8.7,35,42.9,0.0,Extreme,False,False,None,None,None,4590.0,27.8
2025-02-23,Sunday,2,Shoulder,1,Suite,8000.0,77.2,5,16,30,69,10.0,18,27.2,0.2,Good,True,False,None,None,None,9050.0,81.1
2025-01-09,Thursday,1,Peak Winter,1,Standard,2500.0,78.1,5,16,30,61,3.6,17,22.6,0.0,Good,False,False,None,None,None,3040.0,66.4
2025-01-30,Thursday,1,Peak Winter,1,Deluxe,3500.0,90.8,2,17,36,72,8.1,24,15.4,0.0,Excellent,False,False,None,Jaipur Literature Festival,High,4400.0,73.7
2025-08-25,Monday,8,Monsoon,1,Standard,2500.0,55.2,10,10,17,35,9.9,9,31.2,2.0,Normal,False,False,None,None,None,2670.0,44.1
2025-02-14,Friday,2,Shoulder,1,Deluxe,3500.0,75.5,5,16,31,59,6.5,23,30.5,1.7,Normal,True,False,None,None,None,4220.0,80.4
2025-10-16,Thursday,10,Shoulder,1,Premium,5000.0,68.4,7,15,28,66,9.0,16,24.7,1.1,Normal,False,False,None,None,None,5540.0,60.4
2025-12-25,Thursday,12,Peak Winter,1,Deluxe,3500.0,98.0,1,16,34,61,4.4,13,22.9,0.0,Excellent,False,False,Major,None,None,4530.0,94.4
2025-02-23,Sunday,2,Shoulder,1,Premium,5000.0,75.8,5,14,27,55,9.0,9,24.1,2.0,Sunny,True,False,None,None,None,5420.0,76.1
2025-01-11,Saturday,1,Peak Winter,1,Premium,5000.0,79.1,5,13,28,48,7.0,3,22.6,0.0,Excellent,True,False,None,None,None,5790.0,75.3
2025-03-14,Friday,3,Shoulder,1,Premium,5000.0,78.9,5,12,27,50,11.9,18,24.5,3.4,Good,True,False,None,None,None,5740.0,73.0
2025-02-25,Tuesday,2,Shoulder,1,Premium,5000.0,67.1,7,11,24,43,7.9,7,24.5,2.2,Sunny,False,False,None,None,None,5400.0,51.0
2026-01-20,Tuesday,1,Peak Winter,1,Premium,5000.0,80.2,4,17,36,74,13.3,9,21.5,0.0,Sunny,False,False,None,None,None,6290.0,69.5
2025-02-25,Tuesday,2,Shoulder,1,Premium,5000.0,64.4,8,14,31,57,13.6,39,28.6,2.3,Sunny,False,False,None,None,None,5910.0,56.6
2026-02-19,Thursday,2,Shoulder,1,Deluxe,3500.0,58.3,10,9,20,42,9.7,16,31.1,1.7,Normal,False,False,None,None,None,3630.0,43.1
2026-04-17,Friday,4,Summer,1,Suite,8000.0,54.7,10,12,28,50,11.8,64,27.0,4.8,Sunny,True,False,None,None,None,7910.0,63.3
2025-09-29,Monday,9,Summer,1,Deluxe,3500.0,31.5,16,3,8,13,8.4,9,24.8,4.0,Good,False,False,None,None,None,3130.0,19.2
2025-05-28,Wednesday,5,Summer,1,Suite,8000.0,45.5,13,8,17,27,5.0,30,42.7,0.0,Normal,False,False,None,None,None,8180.0,35.8
2025-05-17,Saturday,5,Summer,1,Premium,5000.0,59.5,9,11,25,48,12.5,35,42.6,0.0,Normal,True,False,None,None,None,5540.0,63.0
2025-09-22,Monday,9,Summer,1,Deluxe,3500.0,44.2,13,7,13,23,4.5,22,25.9,2.4,Normal,False,False,None,International Medical Conference,Medium,3630.0,33.1
2025-01-23,Thursday,1,Peak Winter,1,Standard,2500.0,77.0,5,14,28,54,11.4,7,20.9,0.0,Excellent,False,False,None,None,None,2790.0,61.6
2025-10-13,Monday,10,Shoulder,1,Premium,5000.0,62.1,9,13,23,57,8.3,15,26.4,1.1,Good,False,False,Medium,None,None,5750.0,73.4
2025-03-28,Friday,3,Shoulder,1,Premium,5000.0,71.1,6,13,28,53,9.3,32,25.0,3.5,Normal,True,False,None,None,None,5800.0,72.0
2025-03-13,Thursday,3,Shoulder,1,Deluxe,3500.0,72.6,6,12,24,53,4.7,25,25.0,4.8,Sunny,False,False,None,None,None,4180.0,55.4
2026-03-19,Thursday,3,Shoulder,1,Deluxe,3500.0,65.2,8,9,21,42,8.6,9,27.7,2.5,Good,False,False,None,None,None,4160.0,45.9
2026-02-12,Thursday,2,Shoulder,1,Suite,8000.0,65.1,8,9,18,37,11.8,16,24.2,3.7,Normal,False,False,None,None,None,8660.0,45.8
2025-11-17,Monday,11,Peak Winter,1,Deluxe,3500.0,90.7,2,14,25,61,8.2,18,19.0,0.0,Sunny,False,False,None,Pushkar Camel Fair,High,4460.0,67.1
2025-02-24,Monday,2,Shoulder,1,Deluxe,3500.0,68.1,7,14,27,57,8.0,24,29.4,1.4,Normal,False,False,None,None,None,3720.0,58.0
2025-01-03,Friday,1,Peak Winter,1,Suite,8000.0,83.0,4,13,28,57,12.3,17,14.1,0.0,Good,True,False,None,None,None,10020.0,76.8
2026-02-18,Wednesday,2,Shoulder,1,Premium,5000.0,61.7,9,13,26,48,8.7,14,26.3,3.6,Normal,False,False,None,None,None,5230.0,53.3
2026-05-12,Tuesday,5,Summer,1,Premium,5000.0,43.1,13,9,21,31,9.5,36,39.5,0.0,Normal,False,False,None,None,None,5110.0,37.0
2025-11-19,Wednesday,11,Peak Winter,1,Premium,5000.0,72.1,6,13,29,51,5.4,9,22.7,0.0,Good,False,False,None,None,None,5410.0,57.4
2025-08-16,Saturday,8,Monsoon,1,Premium,5000.0,49.8,12,10,18,45,12.5,35,28.5,15.6,Heavy Rain,True,True,None,None,None,4830.0,56.9
2025-10-23,Thursday,10,Shoulder,1,Premium,5000.0,79.0,5,13,25,50,12.0,21,24.0,1.3,Good,False,False,Major,None,None,6300.0,80.2
2025-11-08,Saturday,11,Peak Winter,1,Suite,8000.0,88.3,2,15,33,66,8.1,15,15.7,0.0,Excellent,True,False,None,None,None,9820.0,83.3
2026-05-19,Tuesday,5,Summer,1,Standard,2500.0,45.0,13,11,26,39,6.6,19,43.5,0.0,Normal,False,False,None,None,None,2550.0,42.2
2025-10-25,Saturday,10,Shoulder,1,Standard,2500.0,98.0,1,17,36,69,6.4,17,27.1,2.6,Normal,True,False,Major,None,None,3290.0,100.0
2025-10-05,Sunday,10,Shoulder,1,Suite,8000.0,73.0,6,14,28,61,9.0,20,26.6,3.8,Good,True,False,None,None,None,9840.0,75.0
2026-04-01,Wednesday,4,Summer,1,Deluxe,3500.0,43.1,13,5,9,21,3.9,28,25.0,2.0,Good,False,False,None,None,None,3440.0,28.2
2025-01-08,Wednesday,1,Peak Winter,1,Standard,2500.0,83.3,4,15,31,60,8.5,20,17.2,0.0,Excellent,False,False,None,None,None,3180.0,66.3
2026-02-13,Friday,2,Shoulder,1,Premium,5000.0,72.7,6,12,25,50,7.7,4,26.9,3.8,Normal,True,False,None,None,None,5320.0,70.5
2025-02-23,Sunday,2,Shoulder,1,Suite,8000.0,81.5,4,12,26,44,7.6,7,28.2,2.2,Sunny,True,False,None,None,None,9340.0,74.0
2025-11-29,Saturday,11,Peak Winter,1,Standard,2500.0,80.4,4,12,28,47,3.1,7,15.8,0.0,Good,True,False,None,None,None,3100.0,73.6
2025-07-26,Saturday,7,Monsoon,1,Deluxe,3500.0,57.5,10,10,24,35,11.0,6,30.0,2.0,Normal,True,False,None,None,None,3720.0,60.0
2025-09-09,Tuesday,9,Summer,1,Suite,8000.0,44.2,13,7,13,26,8.6,26,29.0,0.2,Good,False,False,None,None,None,7930.0,33.1
2025-06-27,Friday,6,Summer,1,Standard,2500.0,53.5,11,9,16,34,6.0,51,42.4,0.0,Extreme,True,False,None,None,None,2660.0,56.2
2026-03-20,Friday,3,Shoulder,1,Standard,2500.0,76.1,5,15,34,57,12.2,23,27.9,2.4,Sunny,True,False,None,None,None,2840.0,78.4
2025-06-06,Friday,6,Summer,1,Premium,5000.0,52.6,11,7,18,26,6.9,7,39.3,0.0,Normal,True,False,None,None,None,5470.0,51.5
2026-05-19,Tuesday,5,Summer,1,Premium,5000.0,42.6,13,10,20,44,5.8,15,41.4,0.0,Normal,False,False,None,None,None,4580.0,39.1
2025-12-11,Thursday,12,Peak Winter,1,Standard,2500.0,95.0,1,20,37,78,13.7,10,20.6,0.0,Good,False,False,None,Royal Destination Wedding Season,High,3090.0,82.0
2026-06-28,Sunday,6,Summer,1,Deluxe,3500.0,59.1,9,11,22,43,4.7,27,41.1,0.0,Extreme,True,False,None,None,None,3620.0,62.8
2026-03-27,Friday,3,Shoulder,1,Suite,8000.0,98.0,1,18,37,77,8.7,3,27.5,1.4,Normal,True,False,Major,None,None,9740.0,100.0
2025-01-04,Saturday,1,Peak Winter,1,Deluxe,3500.0,88.6,2,18,37,68,9.3,27,17.2,0.0,Sunny,True,False,None,None,None,4100.0,90.1
2025-08-14,Thursday,8,Monsoon,1,Deluxe,3500.0,35.9,15,7,17,30,6.2,10,31.2,11.7,Heavy Rain,False,True,None,None,None,3390.0,29.8
2025-04-12,Saturday,4,Summer,1,Suite,8000.0,71.1,6,15,28,60,4.0,15,27.1,3.5,Good,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,9550.0,76.4
2025-04-03,Thursday,4,Summer,1,Suite,8000.0,44.4,13,7,15,29,9.9,12,26.4,2.5,Sunny,False,False,None,None,None,8180.0,33.1
2025-01-24,Friday,1,Peak Winter,1,Suite,8000.0,92.3,1,19,42,72,8.0,4,16.4,0.0,Good,True,True,None,None,None,9980.0,93.7
2025-01-28,Tuesday,1,Peak Winter,1,Deluxe,3500.0,75.8,5,14,30,55,12.6,7,16.3,0.0,Good,False,True,None,None,None,4200.0,61.1
2026-04-04,Saturday,4,Summer,1,Standard,2500.0,48.5,12,8,17,28,9.9,10,26.2,4.4,Sunny,True,False,None,None,None,2550.0,52.0
2026-05-24,Sunday,5,Summer,1,Premium,5000.0,61.9,9,13,23,54,11.2,12,39.2,0.0,Extreme,True,False,None,None,None,5440.0,68.3
2025-03-09,Sunday,3,Shoulder,1,Premium,5000.0,72.8,6,13,29,49,7.5,13,28.0,0.3,Sunny,True,False,Low,None,None,5790.0,92.7
2026-06-02,Tuesday,6,Summer,1,Premium,5000.0,34.1,15,9,22,37,3.9,45,40.5,0.0,Extreme,False,False,None,None,None,4560.0,33.5
2026-02-13,Friday,2,Shoulder,1,Standard,2500.0,76.4,5,13,24,55,12.7,3,29.1,0.6,Good,True,False,None,None,None,2940.0,74.2
2025-06-08,Sunday,6,Summer,1,Suite,8000.0,53.0,11,10,23,46,11.4,11,41.1,0.0,Normal,True,False,None,None,None,9030.0,58.2
2025-02-07,Friday,2,Shoulder,1,Standard,2500.0,71.0,6,14,27,57,9.1,4,25.1,2.3,Good,True,False,None,None,None,3020.0,74.2
2025-08-18,Monday,8,Monsoon,1,Premium,5000.0,53.9,11,10,17,38,10.9,11,30.6,2.0,Normal,False,False,None,None,None,4880.0,43.5
2026-05-18,Monday,5,Summer,1,Premium,5000.0,40.2,14,9,18,34,6.7,13,41.1,0.0,Extreme,False,False,None,None,None,5090.0,35.9
2025-01-14,Tuesday,1,Peak Winter,1,Suite,8000.0,80.0,4,13,24,52,6.6,26,16.4,0.0,Excellent,False,False,None,None,None,9660.0,60.6
